section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E1_RE_SEC-10_local,1,1.0,2.0,120.4,109.5,111.8
R-009_1_E1_RE_SEC-10_local,2,2.0,2.0,108.9,99.9,96.0
R-009_1_E1_RE_SEC-10_local,3,3.0,2.0,106.6,101.5,100.4
R-009_1_E1_RE_SEC-10_local,4,4.0,2.0,105.1,106.8,110.6
R-009_1_E1_RE_SEC-10_local,5,5.0,2.0,106.7,109.9,109.1
R-009_1_E1_RE_SEC-10_local,6,6.0,2.0,106.7,114.1,120.8
R-009_1_E1_RE_SEC-10_local,7,7.0,2.0,108.5,92.5,91.1
R-009_1_E1_RE_SEC-10_local,8,8.0,2.0,102.9,65.9,64.9
R-009_1_E1_RE_SEC-10_local,9,9.0,2.0,98.9,67.8,69.3
R-009_1_E1_RE_SEC-10_local,10,10.0,2.0,95.6,61.5,60.7
R-009_1_E1_RE_SEC-10_local,11,11.0,2.0,91.9,54.5,54.2
