section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E2_RE_SEC-01_local,1,1.0,2.0,97.3,84.3,84.2
R-018_1_E2_RE_SEC-01_local,2,2.0,2.0,83.6,69.5,72.2
R-018_1_E2_RE_SEC-01_local,3,3.0,2.0,77.6,55.3,57.6
R-018_1_E2_RE_SEC-01_local,4,4.0,2.0,68.9,42.6,38.5
R-018_1_E2_RE_SEC-01_local,5,5.0,2.0,63.2,48.1,54.1
R-018_1_E2_RE_SEC-01_local,6,6.0,2.0,61.9,35.5,34.0
R-018_1_E2_RE_SEC-01_local,7,7.0,2.0,55.3,10.9,8.2
R-018_1_E2_RE_SEC-01_local,8,8.0,2.0,49.1,5.7,8.7
R-018_1_E2_RE_SEC-01_local,9,9.0,2.0,44.1,6.7,3.9
R-018_1_E2_RE_SEC-01_local,10,10.0,2.0,40.2,11.4,11.9
R-018_1_E2_RE_SEC-01_local,11,11.0,2.0,38.0,15.1,15.0
