section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E2_RE_SEC-08_local,1,1.0,2.0,139.9,128.5,127.9
R-018_1_E2_RE_SEC-08_local,2,2.0,2.0,128.1,111.0,111.6
R-018_1_E2_RE_SEC-08_local,3,3.0,2.0,120.4,105.7,105.3
R-018_1_E2_RE_SEC-08_local,4,4.0,2.0,116.9,88.0,92.8
R-018_1_E2_RE_SEC-08_local,5,5.0,2.0,108.1,51.9,47.8
R-018_1_E2_RE_SEC-08_local,6,6.0,2.0,97.2,33.9,33.6
R-018_1_E2_RE_SEC-08_local,7,7.0,2.0,87.5,34.9,34.9
R-018_1_E2_RE_SEC-08_local,8,8.0,2.0,80.3,45.7,46.2
R-018_1_E2_RE_SEC-08_local,9,9.0,2.0,77.0,49.9,51.0
R-018_1_E2_RE_SEC-08_local,10,10.0,2.0,73.2,41.4,39.5
R-018_1_E2_RE_SEC-08_local,11,11.0,2.0,69.5,38.8,38.0
