section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E2_RE_SEC-09_local,1,1.0,2.0,142.6,143.2,142.5
R-018_1_E2_RE_SEC-09_local,2,2.0,2.0,142.7,140.7,145.9
R-018_1_E2_RE_SEC-09_local,3,3.0,2.0,141.1,111.5,114.3
R-018_1_E2_RE_SEC-09_local,4,4.0,2.0,128.5,78.1,72.0
R-018_1_E2_RE_SEC-09_local,5,5.0,2.0,116.3,60.0,60.3
R-018_1_E2_RE_SEC-09_local,6,6.0,2.0,104.9,54.3,55.5
R-018_1_E2_RE_SEC-09_local,7,7.0,2.0,97.2,46.9,48.5
R-018_1_E2_RE_SEC-09_local,8,8.0,2.0,88.8,32.3,150.1
R-018_1_E2_RE_SEC-09_local,9,9.0,2.0,81.0,30.5,151.4
R-018_1_E2_RE_SEC-09_local,10,10.0,2.0,75.1,39.1,37.3
R-018_1_E2_RE_SEC-09_local,11,11.0,2.0,71.6,40.9,46.7
