section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-268_1_E2_RE_SEC-06_local,1,1.0,2.0,144.5,132.4,127.9
MU-268_1_E2_RE_SEC-06_local,2,2.0,2.0,131.7,114.4,113.3
MU-268_1_E2_RE_SEC-06_local,3,3.0,2.0,124.2,113.0,112.8
MU-268_1_E2_RE_SEC-06_local,4,4.0,2.0,122.2,111.6,108.8
MU-268_1_E2_RE_SEC-06_local,5,5.0,2.0,119.1,113.2,112.1
MU-268_1_E2_RE_SEC-06_local,6,6.0,2.0,119.1,135.1,132.9
MU-268_1_E2_RE_SEC-06_local,7,7.0,2.0,123.3,160.5,166.6
MU-268_1_E2_RE_SEC-06_local,8,8.0,2.0,128.8,135.1,131.7
MU-268_1_E2_RE_SEC-06_local,9,9.0,2.0,125.5,85.9,90.5
MU-268_1_E2_RE_SEC-06_local,10,10.0,2.0,120.3,68.5,60.2
MU-268_1_E2_RE_SEC-06_local,11,11.0,2.0,116.9,64.2,70.9
MU-268_1_E2_RE_SEC-06_local,12,12.0,2.0,112.5,35.1,35.8
