section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-086_1_E2_RE_SEC-01_local,1,1.0,2.0,121.8,106.5,104.6
MU-086_1_E2_RE_SEC-01_local,2,2.0,2.0,105.7,79.4,80.7
MU-086_1_E2_RE_SEC-01_local,3,3.0,2.0,93.1,70.5,69.0
MU-086_1_E2_RE_SEC-01_local,4,4.0,2.0,87.8,88.1,86.7
MU-086_1_E2_RE_SEC-01_local,5,5.0,2.0,91.1,93.7,97.9
MU-086_1_E2_RE_SEC-01_local,6,6.0,2.0,89.8,81.5,80.4
MU-086_1_E2_RE_SEC-01_local,7,7.0,2.0,88.3,79.1,79.5
MU-086_1_E2_RE_SEC-01_local,8,8.0,2.0,87.1,81.1,80.1
MU-086_1_E2_RE_SEC-01_local,9,9.0,2.0,86.6,80.7,85.3
MU-086_1_E2_RE_SEC-01_local,10,10.0,2.0,85.7,73.4,70.6
MU-086_1_E2_RE_SEC-01_local,11,11.0,2.0,84.2,68.7,70.2
