section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-033_1_E3_RE_SEC-08_local,1,1.0,2.0,148.6,132.6,126.6
MU-033_1_E3_RE_SEC-08_local,2,2.0,2.0,132.0,117.0,117.4
MU-033_1_E3_RE_SEC-08_local,3,3.0,2.0,126.5,121.5,121.2
MU-033_1_E3_RE_SEC-08_local,4,4.0,2.0,126.3,126.4,125.7
MU-033_1_E3_RE_SEC-08_local,5,5.0,2.0,126.4,120.9,122.3
MU-033_1_E3_RE_SEC-08_local,6,6.0,2.0,124.3,118.9,117.8
MU-033_1_E3_RE_SEC-08_local,7,7.0,2.0,124.2,120.9,125.1
MU-033_1_E3_RE_SEC-08_local,8,8.0,2.0,123.4,108.5,105.5
MU-033_1_E3_RE_SEC-08_local,9,9.0,2.0,120.6,84.1,85.2
MU-033_1_E3_RE_SEC-08_local,10,10.0,2.0,115.8,46.0,49.6
MU-033_1_E3_RE_SEC-08_local,11,11.0,2.0,108.2,20.4,163.4
